id_reverberation_post;author;text;date_reverberation;favourites;retweets;local;sentiment
1555296502947487745;Hdelha2022;"RT @Carolmph: Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi criado pe…";2022-08-04;0;12;DF, Brasil;-1
1555293676288593920;Ceclia28657397;"#BolsonaroNoPrimeiroTurno
É sim o #capitaodopovo
Confira o passo a passo: https://t.co/yKCFNSMjpE https://t.co/aM542dNOLR";2022-08-04;0;0;;-1
1555289421469175810;MariaBo36810267;"RT @Carolmph: Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi criado pe…";2022-08-04;0;12;;-1
1555288422553686022;renatojfora2;"RT @Carolmph: Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi criado pe…";2022-08-04;0;12;Barbacena, Brasil;-1
1555288328714522624;LucasBitelo;RT @capitaldigital: Por falta de acordo nas negociações trabalhistas, foi aprovada greve no Serpro para o dia 10 de agosto. A paralisação a…;2022-08-04;0;8;Gravataí, RS;-1
1555288282124230658;JelderConsultSP;"RT @Carolmph: Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi criado pe…";2022-08-04;0;12;;-1
1555287501023186946;erjeliza;RT @Carolmph: Confira o passo a passo: https://t.co/Y3lm9qXT3M;2022-08-04;0;2;;-1
1555287471994306560;erjeliza;"RT @Carolmph: Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi criado pe…";2022-08-04;0;12;;-1
1555286809135009792;Carolmph;Confira o passo a passo: https://t.co/Y3lm9qXT3M;2022-08-04;12;2;Campo Grande, Brasil;-1
1555286805272043520;Carolmph;"Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi… https://t.co/BfYCLQiiya";2022-08-04;25;12;Campo Grande, Brasil;-1
1555285788132261889;LuizRitta;"RT @RuzickaGisele: Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi cria…";2022-08-04;0;1;Lago Norte, Brasília;-1
1555285661602684928;VilmaReis15;"RT @VilmaReis15: Credencial de estacionamento para idosos agora é emitida on-line.
Novo recurso, que livra o cidadão das filas, foi criado…";2022-08-04;0;2;Belo Horizonte, Brasil;-1
1555284900324036610;RuzickaGisele;"Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi… https://t.co/mlizyzi7Fp";2022-08-04;4;1;;-1
1555284737815609344;VilmaReis15;"Credencial de estacionamento para idosos agora é emitida on-line.
Novo recurso, que livra o cidadão das filas, foi… https://t.co/p9n3AkSeCJ";2022-08-04;5;2;Belo Horizonte, Brasil;-1
1555282560007258115;fnialternativa;RT @capitaldigital: VERSÃO AMPLIADA - - Trabalhadores do Serpro entram em greve no próximo dia 10 - Capital Digital https://t.co/IiVhXEtSUN;2022-08-04;0;3;;-1
1555282201763266560;sindppdrs;RT @capitaldigital: VERSÃO AMPLIADA - - Trabalhadores do Serpro entram em greve no próximo dia 10 - Capital Digital https://t.co/IiVhXEtSUN;2022-08-04;0;3;Porto Alegre (RS);-1
1555279701962379265;capitaldigital;VERSÃO AMPLIADA - - Trabalhadores do Serpro entram em greve no próximo dia 10 - Capital Digital https://t.co/IiVhXEtSUN;2022-08-04;3;3;Brasília- Brasil;-1
1555276249429381120;sindppdrs;RT @capitaldigital: Por falta de acordo nas negociações trabalhistas, foi aprovada greve no Serpro para o dia 10 de agosto. A paralisação a…;2022-08-04;0;8;Porto Alegre (RS);-1
1555276080239579139;DayseSB2451;"RT @Oleande80595367: Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi cr…";2022-08-04;0;2;Rio de Janeiro, Brasil;-1
1555272791859019777;Edumundial1951;"RT @Christi59322080: Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi cr…";2022-08-04;0;2;João Pessoa-PB, Brasil;-1
1555272701907984385;capitaldigital;Por falta de acordo nas negociações trabalhistas, foi aprovada greve no Serpro para o dia 10 de agosto. A paralisaç… https://t.co/tKVUAY3Nx0;2022-08-04;19;8;Brasília- Brasil;-1
1555264583455150080;janiceronna;"RT @Christi59322080: Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi cr…";2022-08-04;0;2;;-1
1555263981241204737;LuisAntonC1206;"RT @ChristianneS7: Credencial de estacionamento para idosos agora é emitida on-line. 
Recurso criado pelo Serviço Federal de Processamento…";2022-08-04;0;1;Portugal;-1
1555263563874320385;Christi59322080;"Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi… https://t.co/jhDXDjO9LZ";2022-08-04;8;2;Niterói - Rio de Janeiro;-1
1555262981239443457;ZazaS_;"Credencial de estacionamento para idosos agora é emitida on-line

Novo recurso, que livra o cidadão das filas, foi… https://t.co/50pLIPgYot";2022-08-04;1;0;Lat. 05º 05' Long. 42º 48';-1
1555260039924965377;Luciano31369221;"RT @denise_mury: Utilidade Pública 
Credencial de estacionamento para idosos agora é emitida on-line.
O cidadão passa a emitir a credencial…";2022-08-04;0;2;;-1
1555258261783314434;MarciaMariaLo10;"RT @denise_mury: Utilidade Pública 
Credencial de estacionamento para idosos agora é emitida on-line.
O cidadão passa a emitir a credencial…";2022-08-04;0;2;;-1
1555258019528818688;denise_mury;"Utilidade Pública 
Credencial de estacionamento para idosos agora é emitida on-line.
O cidadão passa a emitir a cre… https://t.co/sFK26kAtbC";2022-08-04;2;2;Rio de Janeiro, Brasil;-1
1555253523012542464;sanson_sueli;"RT @Oleande80595367: Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi cr…";2022-08-04;0;2;São Paulo, Brasil;-1
1555253403793620999;AlexYuka3;"Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi… https://t.co/hQWoUcOlx1";2022-08-04;2;0;Brasil;-1
1555253068593348609;Oleande80595367;"Confira o passo a passo: https://t.co/whCC3XpQ5i

Governo do Brasil 🇧🇷  https://t.co/0ElPpEUAMz";2022-08-04;1;0;;-1
1555253062272532481;Oleande80595367;"Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi… https://t.co/VV9sBGTle5";2022-08-04;2;2;;-1
1555250672349724677;Apatriota_;"Credencial de estacionamento para idosos agora é emitida on-line.

Confira o passo a passo: https://t.co/U747BzuwnH https://t.co/08ogkHXmV9";2022-08-04;3;1;;-1
1555242920265105409;fluschuenck;"RT @sindpdrj: Serpro - Trabalhadores do RJ decidem entrar em greve a partir do dia 10/08
https://t.co/6fCL7DmHtQ";2022-08-04;0;1;Laranjeiras;-1
1555242759044440072;nanekarpusniak;"Credencial de estacionamento para idosos agora é emitida on-line.

Novo recurso, que livra o cidadão das filas, foi… https://t.co/3U8W2DvHNu";2022-08-04;5;2;Ponta Grossa, Brasil;-1
1555240040325943296;ChristianneS7;"Credencial de estacionamento para idosos agora é emitida on-line. 
Recurso criado pelo Serviço Federal de Processam… https://t.co/0jcL9oaNOO";2022-08-04;1;1;Japão;-1
1555238092063342595;Alessandrourb15;RT @MARCOSBIL: 🇧🇷Credencial para idosos estacionarem já pode ser emitida no site da Senatran https://t.co/48mMqITBSm;2022-08-04;0;1;;-1
1555237815469875205;lotaviooliveira;"Ótima notícia para os idosos: Credencial de estacionamento agora é emitida on-line.

Novo recurso, que livra o cida… https://t.co/RYKut89Ns0";2022-08-04;0;0;Rio de Janeiro, Brasil;-1
1555236576757780483;MARCOSBIL;🇧🇷Credencial para idosos estacionarem já pode ser emitida no site da Senatran https://t.co/48mMqITBSm;2022-08-04;3;1;Brazil;-1
1555235786341158916;koji_ussami;Credencial para idosos estacionarem já pode ser emitida no site da Senatran https://t.co/H3hE9jk5PG;2022-08-04;2;0;Brazil;-1
1555226435048161282;sindpdrj;"Serpro - Trabalhadores do RJ decidem entrar em greve a partir do dia 10/08
https://t.co/6fCL7DmHtQ";2022-08-04;2;1;Rio de Janeiro, Brasil;-1
1555207263887020034;SindpdPE;"Trabalhadores/as do SERPRO Pernambuco aprovam greve por tempo indeterminado ---&gt; https://t.co/bOUJnSBsUi
#sindpdpe… https://t.co/U9IGHJKmRo";2022-08-04;1;1;Av. Barbosa Lima, 149, Sala 40;-1
1555181526559559680;convergencia;Receita e Serpro lançam plataforma de serviços contábeis https://t.co/rg0GIkIgRl https://t.co/cPDkqI9YuF;2022-08-04;0;0;;-1
1555112594188673024;LabourStartPT;BRASIL:  Campanha Salarial: Sindpd convoca trabalhadores da empresa SERPRO para Assembleia Geral-MS  https://t.co/c8DdjdZ3hU;2022-08-04;0;0;Brasil;-1
1554971769735454725;DeSoy06753323;@Otimista_Tri @CamargoDireita Você conhece a hierarquia de acessos do SERPRO? Eu conheço.;2022-08-03;0;0;;-1
1554942677975801858;METROPOLECONTA;Integra Contador unifica acesso a informações para prestação de serviços contábeis https://t.co/tdsHYHsjDr via @SERPRO;2022-08-03;1;0;BRASÍLIA-DF;-1
1554886257901277185;costamonteiroad;TST rejeita mandado de segurança contra penhora milionária no Serpro https://t.co/PtEVc4icpM;2022-08-03;0;0;Curitiba  - Brasil;-1
1554863203687055361;brwikiedits2;Portal Discussão:Singapura editada a partir da rede do Serpro https://t.co/9C34gmzNPU;2022-08-03;0;0;Bitcoin: 1KNwU53kc1YQbPPrnRwKs;-1
1554860936850194433;RenatoAGomesF;"@lilianbsc @atheenasC22 Obra do SERPRO, o Serviço Federal de Processamento de Dados.
Saibam todos que, nos seus ban… https://t.co/CkNZlhoYCv";2022-08-03;1;0;Brasil ;-1
1554828104643751938;SindpdPE;Logo mais, às 14h, será realizada Assembleia Virtual com os/as trabalhadores/as do SERPRO, para deliberar sobre a p… https://t.co/E1vPeKHv8D;2022-08-03;1;0;Av. Barbosa Lima, 149, Sala 40;-1
1554716335745236995;FelipeDS08;"RT @Metropoles: Credencial de estacionamento para idosos agora é emitida online.

Novo recurso, que livra o cidadão das filas, foi criado p…";2022-08-03;0;10;;-1
1554655225142706176;god_prof;"RT @Metropoles: Credencial de estacionamento para idosos agora é emitida online.

Novo recurso, que livra o cidadão das filas, foi criado p…";2022-08-03;0;10;;-1
1554642528045088770;messiasmelo;"RT @SindpdPE: Trabalhadores/as do Serpro, é hora de lutar! ---&gt; https://t.co/JycnLMgIwm
#sindpdpe #TICs #trabalhadoresdoserpro #direitodotr…";2022-08-03;0;1;Brasil;-1
1554640664838692864;rogerio5041;"RT @Metropoles: Credencial de estacionamento para idosos agora é emitida online.

Novo recurso, que livra o cidadão das filas, foi criado p…";2022-08-03;0;10;Sorocaba, Brasil;-1
1554639150183219200;RotondiDenise;@Biakicis @govdefesa Quem é o ministério da defesa para querer auditar código fonte de urna? Não é defesa de fronte… https://t.co/dNMluErPMj;2022-08-03;3;0;São Paulo, Brasil;-1
1554620287320203267;Fabiano_Karyoca;"RT @Metropoles: Credencial de estacionamento para idosos agora é emitida online.

Novo recurso, que livra o cidadão das filas, foi criado p…";2022-08-03;0;10;São Paulo, Brasil;-1
1554614661085118464;RaimundoAngelim;"RT @Metropoles: Credencial de estacionamento para idosos agora é emitida online.

Novo recurso, que livra o cidadão das filas, foi criado p…";2022-08-02;0;10;Rio Branco - Acre;-1
1554612834885111814;GOOGLEVILBRASIL;"RT @Metropoles: Credencial de estacionamento para idosos agora é emitida online.

Novo recurso, que livra o cidadão das filas, foi criado p…";2022-08-02;0;10;São Bernardo do Campo, Brasil;-1
1554612646669963264;brunoconcurso;@dcguy012 @CarlosnoMp Tem na jurisprudência do STF que o SERPRO tem direito a imunidade tributária recíproca por pr… https://t.co/dC1LEYnWKd;2022-08-02;4;0;;-1
1554612303282290690;LuizGMCassa;"RT @Metropoles: Credencial de estacionamento para idosos agora é emitida online.

Novo recurso, que livra o cidadão das filas, foi criado p…";2022-08-02;0;10;Vitória, Brasil;-1
1554611129770541056;Carlos36363400;"RT @Metropoles: Credencial de estacionamento para idosos agora é emitida online.

Novo recurso, que livra o cidadão das filas, foi criado p…";2022-08-02;0;10;;-1
1554610794880434177;JoseeMadeira;"RT @Metropoles: Credencial de estacionamento para idosos agora é emitida online.

Novo recurso, que livra o cidadão das filas, foi criado p…";2022-08-02;0;10;;-1
1554610698084302850;Metropoles;"Credencial de estacionamento para idosos agora é emitida online.

Novo recurso, que livra o cidadão das filas, foi… https://t.co/PDEAPYVwcv";2022-08-02;47;10;Brasília, Brasil;-1
1554585105921970176;AutoDestaque;Senatran desburocratiza credencial de estacionamento para idoso e municípios já disponibilizam download no portal [… https://t.co/CK0e7QMoD1;2022-08-02;0;0;;-1
1554566651764506627;Rodolfomchd;"RT @SalveSeusDados: Sem #Serpro e #Dataprev, nada disso seria possível em um tempo tão rápido, e a situação do país seria ainda pior.

Mesm…";2022-08-02;0;2;São Paulo, Brasil;-1
1554566634597130241;Rodolfomchd;RT @SalveSeusDados: Foram elas (#Serpro e #Dataprev) que processaram o Auxílio Emergencial na pandemia, cuidaram da arrecadação do Estado m…;2022-08-02;0;2;São Paulo, Brasil;-1
1554566617320800259;Rodolfomchd;RT @SalveSeusDados: Na mira para serem vendidas, as empresas públicas de TI, #Serpro e #Dataprev, mostraram mais uma vez que são imprescind…;2022-08-02;0;3;São Paulo, Brasil;-1
1554562727422599168;ferraz_antonio;"RT @SalveSeusDados: Sem #Serpro e #Dataprev, nada disso seria possível em um tempo tão rápido, e a situação do país seria ainda pior.

Mesm…";2022-08-02;0;2;;-1
1554562717058535426;ferraz_antonio;RT @SalveSeusDados: Foram elas (#Serpro e #Dataprev) que processaram o Auxílio Emergencial na pandemia, cuidaram da arrecadação do Estado m…;2022-08-02;0;2;;-1
1554562674511544322;ferraz_antonio;RT @SalveSeusDados: Na mira para serem vendidas, as empresas públicas de TI, #Serpro e #Dataprev, mostraram mais uma vez que são imprescind…;2022-08-02;0;3;;-1
1554520048613695489;sindpdce;O SindPD Ceará convoca todos os trabalhadores(as) do SERPRO, para participarem da Assembleia Geral Extraordinária e… https://t.co/pLgkJ19XqL;2022-08-02;0;0;Fortaleza, CE;-1
1554514686787440646;DeJaNMc;RT @SalveSeusDados: Na mira para serem vendidas, as empresas públicas de TI, #Serpro e #Dataprev, mostraram mais uma vez que são imprescind…;2022-08-02;0;3;Belém, Brasil;-1
1554507922679468034;SalveSeusDados;Sem #Serpro e #Dataprev, nada disso seria possível em um tempo tão rápido, e a situação do país seria ainda pior.… https://t.co/lkTIuHm8Uq;2022-08-02;3;2;;-1
1554507755301601285;SalveSeusDados;Foram elas (#Serpro e #Dataprev) que processaram o Auxílio Emergencial na pandemia, cuidaram da arrecadação do Esta… https://t.co/cs4i1BPCya;2022-08-02;4;2;;-1
1554507546819547137;SalveSeusDados;Na mira para serem vendidas, as empresas públicas de TI, #Serpro e #Dataprev, mostraram mais uma vez que são impres… https://t.co/dahkwxELEr;2022-08-02;7;3;;-1
1554464501520601088;fnialternativa;"RT @capitaldigital: Serpro/DrumWave: ""DPO"" oscila entre defender interesses da estatal e dos cidadãos (parte 2) - Capital Digital https://t…";2022-08-02;0;2;;-1
1554464403759710208;fnialternativa;RT @capitaldigital: Serpro se contradiz ao negar acesso a acordo com empresa do vale do Silício que envolverá dados do cidadão (parte 1) -…;2022-08-02;0;2;;-1
1554449010282434562;SindpdPE;"Trabalhadores/as do Serpro, é hora de lutar! ---&gt; https://t.co/JycnLMgIwm
#sindpdpe #TICs #trabalhadoresdoserpro… https://t.co/xyK88i2ZuK";2022-08-02;1;1;Av. Barbosa Lima, 149, Sala 40;-1
1554434547626004481;somostodosSUS;RT @SalveSeusDados: Para empresas privadas, as multas baratas pelo uso indevido de dados acabam valendo a pena. É o caro que sai muito bara…;2022-08-02;0;8;Brasil;-1
1554241717402013697;bellacbranco;RT @SalveSeusDados: Para empresas privadas, as multas baratas pelo uso indevido de dados acabam valendo a pena. É o caro que sai muito bara…;2022-08-01;0;8;;-1
1554217754420563968;AndreSantosSE;RT @SalveSeusDados: Para empresas privadas, as multas baratas pelo uso indevido de dados acabam valendo a pena. É o caro que sai muito bara…;2022-08-01;0;8;Lagarto-SE;-1
1554215861535313920;davidsaraivam;RT @sindpdce: Na última 3ª feira (26/07), aconteceu a 3ª mesa de negociação e, mais uma vez, a representação do SERPRO não disse o quer man…;2022-08-01;0;1;Fortaleza, Brasil;-1
1554212612602208259;CarlosRenatoRi5;RT @sindppdrs: Assembleia dos trabalhadores e das trabalhadoras do @serpro nesta 4ª feira (3/08), às 10h30min, para deliberar sobre a GREVE…;2022-08-01;0;1;;-1
1554206083291439116;LuizDR3;RT @SalveSeusDados: Para empresas privadas, as multas baratas pelo uso indevido de dados acabam valendo a pena. É o caro que sai muito bara…;2022-08-01;0;8;;-1
1554204695589261313;SalveSeusDados;"Multas baratas e dados nas mãos de empresas privadas tornam o uso indevido algo comum e comercial.

No Brasil, se e… https://t.co/W2wo9MsGEr";2022-08-01;3;0;;-1
1554203723089469451;SalveSeusDados;Para empresas privadas, as multas baratas pelo uso indevido de dados acabam valendo a pena. É o caro que sai muito… https://t.co/oiWPyyk9T7;2022-08-01;19;8;;-1
1554199354885509121;CentralSindical;"RT @radiopeao_br: Campanha Salarial: Sindpd convoca trabalhadores da empresa SERPRO para Assembleia Geral
https://t.co/kDBzaSCvkJ";2022-08-01;0;1;São Paulo-SP_Brasil;-1
1554197631496249347;sindppdrs;Assembleia dos trabalhadores e das trabalhadoras do @serpro nesta 4ª feira (3/08), às 10h30min, para deliberar sobr… https://t.co/Vk5fntpqUL;2022-08-01;3;1;Porto Alegre (RS);-1
1554187803558305794;sindpdce;Na última 3ª feira (26/07), aconteceu a 3ª mesa de negociação e, mais uma vez, a representação do SERPRO não disse… https://t.co/dIOakiSneB;2022-08-01;1;1;Fortaleza, CE;-1
1554177497167716352;radiopeao_br;"Campanha Salarial: Sindpd convoca trabalhadores da empresa SERPRO para Assembleia Geral
https://t.co/kDBzaSCvkJ";2022-08-01;0;1;São Paulo, Brasil;-1
1554113583692251141;samadeu;"RT @PaulaZsb: Mais um capítulo de livro… dessa vez sobre colonialismo de dados. Na verdade, é nossa colonialidade na era digital. 

Entrega…";2022-08-01;0;1;São Paulo;-1
1553856319916068867;Carl69047953;Eu vou conseguir colocar minhas metas para serem concluídas,porque eu sou um  batalhador e mente aberta não irei de… https://t.co/jsr7j3fGoy;2022-07-31;0;0;Goiás, Brasil;-1
1553760490266005514;elianamaltez;@josemarmoises @ZeDirceu_ Tudo que LOULA vendeu ou destruiu com a corrupção provocando a ideia de que é melhor vend… https://t.co/Y5XaaKu1CB;2022-07-31;0;0;;-1
1553732670454218752;Silvaninhass69;@luna_cury Sabe o neon@zi q jogou um jovem do trem em Mogi em 2003? Nunca ficou preso e hj trabalha no Serpro em So… https://t.co/KbEUB4k6Bs;2022-07-31;1;0;;-1
1553697190920556545;nuncaabandona;RT @Tec_Mundo: A ferramenta é uma nova versão do Biovalid, seu ecossistema de validação de identidade online que utiliza a checagem biométr…;2022-07-31;0;3;Curitiba, Brasil;-1
1553681969413767171;Tec_Mundo;A ferramenta é uma nova versão do Biovalid, seu ecossistema de validação de identidade online que utiliza a checage… https://t.co/kHvzQMCVR7;2022-07-31;15;3;;-1
1553653509546975232;RobsonB73222568;RT @rsallesmma: Viva! Eletrobrás já foi ! Só falta agora privatizar a Petrobras, EBC, Correios, Imbel, BASA, BNB, Ceagesp, CDC, Docas, Hemo…;2022-07-31;0;5743;;-1
1553425257834446848;BRpaisdigital;O Serpro abriu consulta pública para contratação de solução de captura de digitais por meio de fotos tiradas por ce… https://t.co/erIdiHxlnT;2022-07-30;0;0;;-1
1553291696494055425;ALLTECH5;Serpro anuncia nova solução biométrica integrada ao Android e iOS https://t.co/ISxQ1RvPJp;2022-07-30;0;0;;-1
1553206126442840066;JoseMauro_Pinto;"RT @SalveSeusDados: A campanha #SalveSeusDados apoia o projeto de lei que institui a Política Nacional de Educação Digital.

Só assim a pop…";2022-07-30;0;4;;-1
1553205919013560320;JoseMauro_Pinto;"RT @SalveSeusDados: Países da Europa e do mundo todo estão reestatizando empresas públicas que haviam sido privatizadas.

Enquanto isso, o…";2022-07-30;0;8;;-1
1553204604518670340;Malelo2711;"RT @nrodrigues: E a situação, em vez melhorar, só complica para o Serpro.

https://t.co/30HP2s4ZhN";2022-07-30;0;1;Brasil;-1
1553204552073199616;Malelo2711;"RT @nrodrigues: E aí, você tem ideia do que o governo federal vai fazer com os seus dados pessoais? - do @capitaldigital 

https://t.co/57i…";2022-07-30;0;1;Brasil;-1
1553168328713293825;flamarri;@Josie_Melo @JornalOGlobo @damasceno_jds @pfnery @elenalandau2 Se a CGU conseguiu mapear 0,01% de irregularidades,… https://t.co/k3j47XI8EQ;2022-07-29;0;0;São Paulo;-1
1553155970292977665;CoelhoSmo123;"@MarceloNLeite Nem precisa isso.
Basta o Serpro tirar o SIAFI do ar.
A Secretaria do Tesouro Nacional deixar de rep… https://t.co/w6f3g1q9Ra";2022-07-29;1;0;japão;-1
1553104387811205121;sindpdrj;"Serpro:  assembleia de campanha salarial 
https://t.co/hRAtYt2NVz https://t.co/xBJvnXfHQm";2022-07-29;0;0;Rio de Janeiro, Brasil;-1
1553097982106652672;sindppdrs;"RT @capitaldigital: Serpro/DrumWave: ""DPO"" oscila entre defender interesses da estatal e dos cidadãos (parte 2) - Capital Digital https://t…";2022-07-29;0;2;Porto Alegre (RS);-1
1553096616323780608;capitaldigital;"Serpro/DrumWave: ""DPO"" oscila entre defender interesses da estatal e dos cidadãos (parte 2) - Capital Digital https://t.co/o1WxkMCYaV";2022-07-29;3;2;Brasília- Brasil;-1
1553092369846833152;nrodrigues;"E a situação, em vez melhorar, só complica para o Serpro.

https://t.co/30HP2s4ZhN";2022-07-29;1;1;São Paulo, Brazil;-1
